index,path,sign,total_frame
1194.0,data/joy/raw_landmarks/Resep Obat Demam_2.parquet,demam,37
1197.0,data/joy/raw_landmarks/Resep Obat Demam_5.parquet,demam,35
1200.0,data/joy/raw_landmarks/Resep Obat Demam_8.parquet,demam,44
1203.0,data/joy/raw_landmarks/Resep Obat Demam_11.parquet,demam,34
1206.0,data/joy/raw_landmarks/Resep Obat Demam_14.parquet,demam,40
1209.0,data/joy/raw_landmarks/Resep Obat Demam_17.parquet,demam,45
1215.0,data/labob/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,30
1219.0,data/labob/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,46
1223.0,data/labob/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,52
1227.0,data/labob/raw_landmarks/Minum Obat Sakit Perut_15.parquet,perut,49
1231.0,data/labob/raw_landmarks/Minum Obat Sakit Perut_19.parquet,perut,15
1234.0,data/labob/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,57
1237.0,data/labob/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,49
1240.0,data/labob/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,43
1243.0,data/labob/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,40
1246.0,data/labob/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,43
1249.0,data/labob/raw_landmarks/Minum Obat Demam_2.parquet,demam,41
1252.0,data/labob/raw_landmarks/Minum Obat Demam_5.parquet,demam,44
1255.0,data/labob/raw_landmarks/Minum Obat Demam_8.parquet,demam,49
1258.0,data/labob/raw_landmarks/Minum Obat Demam_11.parquet,demam,32
1261.0,data/labob/raw_landmarks/Minum Obat Demam_14.parquet,demam,51
1265.0,data/labob/raw_landmarks/Minum Obat Sakit Gigi_3.parquet,gigi,55
1269.0,data/labob/raw_landmarks/Minum Obat Sakit Gigi_7.parquet,gigi,54
1273.0,data/labob/raw_landmarks/Minum Obat Sakit Gigi_11.parquet,gigi,46
1277.0,data/labob/raw_landmarks/Minum Obat Sakit Gigi_15.parquet,gigi,42
1281.0,data/labob/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,gigi,39
1285.0,data/labob/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,43
1289.0,data/labob/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,41
1293.0,data/labob/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,40
1297.0,data/labob/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,43
1301.0,data/labob/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,kepala,35
1308.0,data/labob/raw_landmarks/Resep Obat Sakit Perut_6.parquet,perut,52
1312.0,data/labob/raw_landmarks/Resep Obat Sakit Perut_10.parquet,perut,44
1316.0,data/labob/raw_landmarks/Resep Obat Sakit Perut_14.parquet,perut,45
1320.0,data/labob/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut,49
1323.0,data/labob/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,34
1326.0,data/labob/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,28
1329.0,data/labob/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,49
1332.0,data/labob/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,50
1335.0,data/labob/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,49
1339.0,data/labob/raw_landmarks/Resep Obat Demam_2.parquet,demam,40
1342.0,data/labob/raw_landmarks/Resep Obat Demam_5.parquet,demam,35
1344.0,data/labob/raw_landmarks/Resep Obat Demam_7.parquet,demam,35
1347.0,data/labob/raw_landmarks/Resep Obat Demam_10.parquet,demam,42
1350.0,data/labob/raw_landmarks/Resep Obat Demam_13.parquet,demam,60
1353.0,data/labob/raw_landmarks/Resep Obat Demam_16.parquet,demam,46
1357.0,data/labob/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,40
1361.0,data/labob/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi,44
1365.0,data/labob/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,50
1369.0,data/labob/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,52
1373.0,data/labob/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,56
1377.0,data/labob/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,46
1381.0,data/labob/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,50
1385.0,data/labob/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,43
1389.0,data/labob/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,36
1393.0,data/labob/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,55
1397.0,data/labob/raw_landmarks/Resep Obat Sakit Kepala_23.parquet,kepala,52
1401.0,data/rifky/raw_landmarks/Minum Obat Saki Gigi_3.parquet,gigi,21
1405.0,data/rifky/raw_landmarks/Minum Obat Saki Gigi_7.parquet,gigi,25
1409.0,data/rifky/raw_landmarks/Minum Obat Saki Gigi_11.parquet,gigi,24
1413.0,data/rifky/raw_landmarks/Minum Obat Saki Gigi_15.parquet,gigi,28
1417.0,data/rifky/raw_landmarks/Minum Obat Saki Gigi_19.parquet,gigi,24
1421.0,data/rifky/raw_landmarks/Minum Obat Saki Gigi_23.parquet,gigi,31
1425.0,data/rifky/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,28
1429.0,data/rifky/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,30
1433.0,data/rifky/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,35
1437.0,data/rifky/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,29
1441.0,data/rifky/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,kepala,31
1445.0,data/rifky/raw_landmarks/Minum Obat Sakit Kepala_23.parquet,kepala,31
1449.0,data/rifky/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,21
1453.0,data/rifky/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,25
1457.0,data/rifky/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,30
1461.0,data/rifky/raw_landmarks/Minum Obat Sakit Perut_15.parquet,perut,26
1465.0,data/rifky/raw_landmarks/Minum Obat Sakit Perut_19.parquet,perut,25
1469.0,data/rifky/raw_landmarks/Minum Obat Sakit Perut_23.parquet,perut,26
1473.0,data/rifky/raw_landmarks/Minum Obat Sakit Perut_27.parquet,perut,29
1476.0,data/rifky/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,25
1479.0,data/rifky/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,22
1482.0,data/rifky/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,24
1485.0,data/rifky/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,22
1488.0,data/rifky/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,23
1491.0,data/rifky/raw_landmarks/Minum Obat Batuk_17.parquet,batuk,18
1494.0,data/rifky/raw_landmarks/Minum Obat Demam_2.parquet,demam,27
1497.0,data/rifky/raw_landmarks/Minum Obat Demam_5.parquet,demam,26
1500.0,data/rifky/raw_landmarks/Minum Obat Demam_8.parquet,demam,31
1503.0,data/rifky/raw_landmarks/Minum Obat Demam_11.parquet,demam,30
1506.0,data/rifky/raw_landmarks/Minum Obat Demam_14.parquet,demam,26
1510.0,data/rifky/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,29
1514.0,data/rifky/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi,26
1518.0,data/rifky/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,24
1522.0,data/rifky/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,28
1526.0,data/rifky/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,25
1530.0,data/rifky/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,28
1534.0,data/rifky/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,30
1538.0,data/rifky/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,33
1542.0,data/rifky/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,30
1545.0,data/rifky/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,kepala,30
1549.0,data/rifky/raw_landmarks/Resep Obat Sakit Kepala_22.parquet,kepala,31
1553.0,data/rifky/raw_landmarks/Resep Obat Sakit Kepala_26.parquet,kepala,27
1557.0,data/rifky/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut,25
1561.0,data/rifky/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut,25
1565.0,data/rifky/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut,25
1569.0,data/rifky/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut,23
1572.0,data/rifky/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut,20
1576.0,data/rifky/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut,26
1579.0,data/rifky/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,21
1582.0,data/rifky/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,18
1585.0,data/rifky/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,14
1588.0,data/rifky/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,17
1591.0,data/rifky/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,21
1594.0,data/rifky/raw_landmarks/Resep Obat Demam_2.parquet,demam,30
1597.0,data/rifky/raw_landmarks/Resep Obat Demam_5.parquet,demam,31
1600.0,data/rifky/raw_landmarks/Resep Obat Demam_8.parquet,demam,30
1603.0,data/rifky/raw_landmarks/Resep Obat Demam_11.parquet,demam,32
1606.0,data/rifky/raw_landmarks/Resep Obat Demam_14.parquet,demam,30
1610.0,data/wildan/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,32
1614.0,data/wildan/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,32
1618.0,data/wildan/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,31
1622.0,data/wildan/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,37
1626.0,data/wildan/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,33
1630.0,data/wildan/raw_landmarks/Minum Obat Sakit Gigi_3.parquet,gigi,25
1634.0,data/wildan/raw_landmarks/Minum Obat Sakit Gigi_7.parquet,gigi,25
1638.0,data/wildan/raw_landmarks/Minum Obat Sakit Gigi_11.parquet,gigi,30
1642.0,data/wildan/raw_landmarks/Minum Obat Sakit Gigi_15.parquet,gigi,25
1646.0,data/wildan/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,gigi,28
1650.0,data/wildan/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,38
1654.0,data/wildan/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,35
1658.0,data/wildan/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,33
1664.0,data/wildan/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,kepala,36
1668.0,data/wildan/raw_landmarks/Minum Obat Sakit Kepala_21.parquet,kepala,28
1672.0,data/wildan/raw_landmarks/Minum Obat Sakit Kepala_25.parquet,kepala,33
1676.0,data/wildan/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,36
1680.0,data/wildan/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,25
1684.0,data/wildan/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,22
1691.0,data/wildan/raw_landmarks/Minum Obat Sakit Perut_18.parquet,perut,30
1695.0,data/wildan/raw_landmarks/Minum Obat Sakit Perut_22.parquet,perut,23
1698.0,data/wildan/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,23
1701.0,data/wildan/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,23
1704.0,data/wildan/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,15
1707.0,data/wildan/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,21
1710.0,data/wildan/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,20
1713.0,data/wildan/raw_landmarks/Resep Obat Batuk_17.parquet,batuk,20
1716.0,data/wildan/raw_landmarks/Resep Obat Demam_2.parquet,demam,25
1719.0,data/wildan/raw_landmarks/Resep Obat Demam_5.parquet,demam,23
1722.0,data/wildan/raw_landmarks/Resep Obat Demam_8.parquet,demam,22
1725.0,data/wildan/raw_landmarks/Resep Obat Demam_11.parquet,demam,25
1728.0,data/wildan/raw_landmarks/Resep Obat Demam_14.parquet,demam,25
1732.0,data/wildan/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,24
1736.0,data/wildan/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi,19
1740.0,data/wildan/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,22
1744.0,data/wildan/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,25
1748.0,data/wildan/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,27
1752.0,data/wildan/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut,27
1756.0,data/wildan/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut,23
1760.0,data/wildan/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut,25
1764.0,data/wildan/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut,22
1771.0,data/wildan/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut,27
1774.0,data/wildan/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,18
1777.0,data/wildan/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,22
1780.0,data/wildan/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,22
1783.0,data/wildan/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,23
1786.0,data/wildan/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,24
1789.0,data/wildan/raw_landmarks/Minum Obat Batuk_17.parquet,batuk,25
1792.0,data/wildan/raw_landmarks/Minum Obat Demam_2.parquet,demam,36
1795.0,data/wildan/raw_landmarks/Minum Obat Demam_5.parquet,demam,25
1798.0,data/wildan/raw_landmarks/Minum Obat Demam_8.parquet,demam,30
1801.0,data/wildan/raw_landmarks/Minum Obat Demam_11.parquet,demam,30
1804.0,data/wildan/raw_landmarks/Minum Obat Demam_14.parquet,demam,30
1807.0,data/yero/raw_landmarks/Minum Obat Demam_2.parquet,demam,25
1810.0,data/yero/raw_landmarks/Minum Obat Demam_5.parquet,demam,22
1813.0,data/yero/raw_landmarks/Minum Obat Demam_8.parquet,demam,24
1816.0,data/yero/raw_landmarks/Minum Obat Demam_11.parquet,demam,25
1819.0,data/yero/raw_landmarks/Minum Obat Demam_14.parquet,demam,33
1822.0,data/yero/raw_landmarks/Minum Obat Demam_17.parquet,demam,27
1826.0,data/yero/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,27
1830.0,data/yero/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,26
1834.0,data/yero/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,26
1838.0,data/yero/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,24
1841.0,data/yero/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,kepala,27
1845.0,data/yero/raw_landmarks/Minum Obat Sakit Kepala_22.parquet,kepala,25
1849.0,data/yero/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,31
1853.0,data/yero/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,30
1856.0,data/yero/raw_landmarks/Minum Obat Sakit Perut_10.parquet,perut,25
1860.0,data/yero/raw_landmarks/Minum Obat Sakit Perut_14.parquet,perut,24
1864.0,data/yero/raw_landmarks/Minum Obat Sakit Perut_18.parquet,perut,24
1868.0,data/yero/raw_landmarks/Minum Obat Sakit Perut_22.parquet,perut,23
1872.0,data/yero/raw_landmarks/Minum Obat Sakit Perut_26.parquet,perut,18
1875.0,data/yero/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,33
1878.0,data/yero/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,32
1881.0,data/yero/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,30
1883.0,data/yero/raw_landmarks/Resep Obat Batuk_10.parquet,batuk,32
1886.0,data/yero/raw_landmarks/Resep Obat Batuk_13.parquet,batuk,31
1890.0,data/yero/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,36
1894.0,data/yero/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,31
1898.0,data/yero/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,28
1902.0,data/yero/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,36
1906.0,data/yero/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,28
1909.0,data/yero/raw_landmarks/Resep Obat Sakit Perut_2.parquet,perut,31
1913.0,data/yero/raw_landmarks/Resep Obat Sakit Perut_6.parquet,perut,32
1917.0,data/yero/raw_landmarks/Resep Obat Sakit Perut_10.parquet,perut,33
1921.0,data/yero/raw_landmarks/Resep Obat Sakit Perut_14.parquet,perut,38
1925.0,data/yero/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut,22
1929.0,data/yero/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut,26
1932.0,data/yero/raw_landmarks/Resep Obat Demam_2.parquet,demam,39
1935.0,data/yero/raw_landmarks/Resep Obat Demam_5.parquet,demam,37
1938.0,data/yero/raw_landmarks/Resep Obat Demam_8.parquet,demam,32
1941.0,data/yero/raw_landmarks/Resep Obat Demam_11.parquet,demam,36
1944.0,data/yero/raw_landmarks/Resep Obat Demam_14.parquet,demam,36
1947.0,data/yero/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,gigi,31
1950.0,data/yero/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,gigi,24
1953.0,data/yero/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,gigi,23
1956.0,data/yero/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,25
1961.0,data/yero/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,gigi,34
1964.0,data/yero/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,30
1967.0,data/yero/raw_landmarks/Resep Obat Sakit Gigi_22.parquet,gigi,27
1970.0,data/yero/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,45
1973.0,data/yero/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,21
1976.0,data/yero/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,29
1979.0,data/yero/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,18
1982.0,data/yero/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,18
1985.0,data/yero/raw_landmarks/Minum Obat Batuk_17.parquet,batuk,29
1989.0,data/yero/raw_landmarks/Minum Obat Saki Gigi_3.parquet,gigi,19
1993.0,data/yero/raw_landmarks/Minum Obat Saki Gigi_7.parquet,gigi,20
1997.0,data/yero/raw_landmarks/Minum Obat Saki Gigi_11.parquet,gigi,38
2001.0,data/yero/raw_landmarks/Minum Obat Saki Gigi_15.parquet,gigi,21
2005.0,data/yero/raw_landmarks/Minum Obat Saki Gigi_19.parquet,gigi,23
2009.0,data/yero/raw_landmarks/Minum Obat Saki Gigi_23.parquet,gigi,26
2013.0,data/yero/raw_landmarks/Minum Obat Saki Gigi_27.parquet,gigi,23
,data/abyan/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,33
,data/abyan/raw_landmarks/Resep Obat Demam_16.parquet,obat,30
,data/abyan/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,31
,data/abyan/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,30
,data/abyan/raw_landmarks/Minum Obat Demam_1.parquet,obat,30
,data/abyan/raw_landmarks/Minum Obat Demam_4.parquet,obat,33
,data/abyan/raw_landmarks/Minum Obat Demam_7.parquet,obat,35
,data/abyan/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat,32
,data/abyan/raw_landmarks/Minum Obat Sakit Gigi_1.parquet,obat,32
,data/abyan/raw_landmarks/Minum Obat Sakit Gigi_5.parquet,obat,30
,data/abyan/raw_landmarks/Minum Obat Sakit Gigi_9.parquet,obat,35
,data/abyan/raw_landmarks/Minum Obat Sakit Gigi_21.parquet,obat,31
,data/abyan/raw_landmarks/Resep Obat Batuk_4.parquet,obat,33
,data/abyan/raw_landmarks/Resep Obat Batuk_13.parquet,obat,32
,data/abyan/raw_landmarks/Resep Obat Sakit Kepala 2_1.parquet,obat,33
,data/abyan/raw_landmarks/Resep Obat Sakit Kepala 2_5.parquet,obat,33
,data/abyan/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat,30
,data/abyan/raw_landmarks/Minum Obat Batuk_7.parquet,obat,32
,data/abyan/raw_landmarks/Minum Obat Batuk_10.parquet,obat,33
,data/abyan/raw_landmarks/Minum Obat Batuk_13.parquet,obat,31
,data/dani/raw_landmarks/Minum Obat Sakit Perut_17.parquet,obat,33
,data/dani/raw_landmarks/Minum Obat Sakit Perut_21.parquet,obat,31
,data/dani/raw_landmarks/Minum Obat Batuk_7.parquet,obat,32
,data/dani/raw_landmarks/Minum Obat Batuk_16.parquet,obat,31
,data/dani/raw_landmarks/Minum Obat Demam_1.parquet,obat,33
,data/dani/raw_landmarks/Minum Obat Demam_10.parquet,obat,30
,data/dani/raw_landmarks/Minum Obat Demam_13.parquet,obat,30
,data/dani/raw_landmarks/Minum Obat Sakit Gigi_24.parquet,obat,32
,data/dani/raw_landmarks/Resep Obat Batuk_7.parquet,obat,34
,data/dani/raw_landmarks/Resep Obat Batuk_13.parquet,obat,34
,data/dani/raw_landmarks/Resep Obat Batuk_16.parquet,obat,31
,data/dani/raw_landmarks/Resep Obat Demam_1.parquet,obat,32
,data/dani/raw_landmarks/Resep Obat Demam_4.parquet,obat,33
,data/dani/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,obat,30
,data/dani/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,30
,data/dani/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat,34
,data/dani/raw_landmarks/Resep Obat Sakit Perut_20.parquet,obat,34
,data/dzikri/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,30
,data/dzikri/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat,35
,data/dzikri/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,34
,data/dzikri/raw_landmarks/Minum Obat Demam_1.parquet,obat,32
,data/dzikri/raw_landmarks/Minum Obat Demam_10.parquet,obat,34
,data/dzikri/raw_landmarks/Minum Obat Demam_13.parquet,obat,35
,data/dzikri/raw_landmarks/Minum Obat Sakit Gigi_21.parquet,obat,31
,data/dzikri/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,33
,data/dzikri/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,30
,data/dzikri/raw_landmarks/Resep Obat Batuk_1.parquet,obat,30
,data/dzikri/raw_landmarks/Resep Obat Batuk_4.parquet,obat,32
,data/dzikri/raw_landmarks/Resep Obat Batuk_7.parquet,obat,33
,data/dzikri/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,32
,data/dzikri/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,obat,32
,data/dzikri/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,obat,32
,data/imam/raw_landmarks/Minum Obat Batuk_19.parquet,obat,34
,data/imam/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,31
,data/imam/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,32
,data/imam/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,31
,data/imam/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,31
,data/imam/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,32
,data/imam/raw_landmarks/Resep Obat Sakit Perut_21.parquet,obat,31
,data/imam/raw_landmarks/Resep Obat Batuk_1.parquet,obat,33
,data/imam/raw_landmarks/Resep Obat Batuk_4.parquet,obat,32
,data/imam/raw_landmarks/Resep Obat Batuk_10.parquet,obat,33
,data/imam/raw_landmarks/Resep Obat Batuk_13.parquet,obat,33
,data/jafar/raw_landmarks/Minum Obat Sakit Gigi_9.parquet,obat,35
,data/jafar/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,obat,32
,data/jafar/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,31
,data/jafar/raw_landmarks/Minum Obat Sakit Perut_20.parquet,obat,32
,data/jafar/raw_landmarks/Minum Obat Batuk_1.parquet,obat,33
,data/jafar/raw_landmarks/Minum Obat Batuk_4.parquet,obat,33
,data/jafar/raw_landmarks/Minum Obat Batuk_7.parquet,obat,32
,data/jafar/raw_landmarks/Minum Obat Batuk_10.parquet,obat,34
,data/jafar/raw_landmarks/Minum Obat Batuk_13.parquet,obat,31
,data/jafar/raw_landmarks/Minum Obat Demam_4.parquet,obat,30
,data/jafar/raw_landmarks/Minum Obat Demam_7.parquet,obat,30
,data/jafar/raw_landmarks/Minum Obat Demam_10.parquet,obat,30
,data/jafar/raw_landmarks/Minum Obat Demam_13.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,34
,data/jafar/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat,35
,data/jafar/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Sakit Kepala_21.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat,30
,data/jafar/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Sakit Perut_17.parquet,obat,32
,data/jafar/raw_landmarks/Resep Obat Batuk_4.parquet,obat,34
,data/jafar/raw_landmarks/Resep Obat Batuk_7.parquet,obat,34
,data/jafar/raw_landmarks/Resep Obat Batuk_10.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Batuk_13.parquet,obat,32
,data/jafar/raw_landmarks/Resep Obat Demam_1.parquet,obat,33
,data/jafar/raw_landmarks/Resep Obat Demam_4.parquet,obat,35
,data/jafar/raw_landmarks/Resep Obat Demam_7.parquet,obat,33
,data/jafar/raw_landmarks/Resep Obat Demam_10.parquet,obat,31
,data/jafar/raw_landmarks/Resep Obat Demam_13.parquet,obat,33
,data/joy/raw_landmarks/Resep Obat Batuk_1.parquet,obat,31
,data/joy/raw_landmarks/Resep Obat Batuk_7.parquet,obat,30
,data/joy/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,35
,data/joy/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,32
,data/joy/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,obat,32
,data/joy/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,obat,34
,data/joy/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,35
,data/joy/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,31
,data/joy/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,31
,data/joy/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,31
,data/joy/raw_landmarks/Resep Obat Demam_16.parquet,obat,34
,data/labob/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,32
,data/labob/raw_landmarks/Minum Obat Demam_1.parquet,obat,35
,data/labob/raw_landmarks/Resep Obat Batuk_7.parquet,obat,33
,data/labob/raw_landmarks/Resep Obat Batuk_13.parquet,obat,34
